"sp_ABC","chrom","win","n_nodes","win_start","win_mid_Mb","PBSa_5Mb","species_label"
"B","3",100,111,1e+08,100.5,230.553681384618,"C. nanulus"
"B","3",101,132,1.01e+08,101.5,265.665202839966,"C. nanulus"
"B","3",102,15,1.02e+08,102.5,184.225405414128,"C. nanulus"
"B","3",103,165,1.03e+08,103.5,239.154761608461,"C. nanulus"
"B","3",104,22,1.04e+08,104.5,240.164526939346,"C. nanulus"
"B","3",105,328,1.05e+08,105.5,391.07799733557,"C. nanulus"
"B","3",106,179,1.06e+08,106.5,409.33971221957,"C. nanulus"
"B","3",107,152,1.07e+08,107.5,436.392025591669,"C. nanulus"
"B","3",108,604,1.08e+08,108.5,726.656039677646,"C. nanulus"
"B","3",109,49,1.09e+08,109.5,727.97390063106,"C. nanulus"
"B","3",110,113,1.1e+08,110.5,659.64460128163,"C. nanulus"
"B","3",111,170,1.11e+08,111.5,657.259461704432,"C. nanulus"
"B","3",112,189,1.12e+08,112.5,666.788572187616,"C. nanulus"
"B","3",113,234,1.13e+08,113.5,366.806488492229,"C. nanulus"
"B","3",114,164,1.14e+08,114.5,398.800702105701,"C. nanulus"
"B","3",115,87,1.15e+08,115.5,392.226975104977,"C. nanulus"
"B","3",116,60,1.16e+08,116.5,358.527544269614,"C. nanulus"
"B","3",117,0,1.17e+08,117.5,304.665390223438,"C. nanulus"
"B","3",118,122,1.18e+08,118.5,230.106497083416,"C. nanulus"
"B","3",119,36,1.19e+08,119.5,165.3753306875,"C. nanulus"
"B","3",120,48,1.2e+08,120.5,148.606863906079,"C. nanulus"
"B","3",121,120,1.21e+08,121.5,181.339460680791,"C. nanulus"
"B","3",122,62,1.22e+08,122.5,191.64550607828,"C. nanulus"
"B","3",123,12,1.23e+08,123.5,148.28351223248,"C. nanulus"
"B","3",124,29,1.24e+08,124.5,146.741268905513,"C. nanulus"
"B","3",125,135,1.25e+08,125.5,193.530359375474,"C. nanulus"
"B","3",126,237,1.26e+08,126.5,281.465806093742,"C. nanulus"
"B","3",127,182,1.27e+08,127.5,329.39793563409,"C. nanulus"
"B","3",128,11,1.28e+08,128.5,329.363021603822,"C. nanulus"
"B","3",129,93,1.29e+08,129.5,341.010263775154,"C. nanulus"
"B","3",130,263,1.3e+08,130.5,408.940093412226,"C. nanulus"
"B","4",0,95,0,0.5,NA,"C. nanulus"
"B","4",1,31,1e+06,1.5,NA,"C. nanulus"
"B","4",2,104,2e+06,2.5,NA,"C. nanulus"
"B","4",3,30,3e+06,3.5,NA,"C. nanulus"
"B","4",4,465,4e+06,4.5,487.777613262437,"C. nanulus"
"B","4",5,295,5e+06,5.5,562.073838565717,"C. nanulus"
"B","4",6,1379,6e+06,6.5,1488.82739093556,"C. nanulus"
"B","4",7,72,7e+06,7.5,1486.93476655837,"C. nanulus"
"B","4",8,937,8e+06,8.5,1757.28313028948,"C. nanulus"
"B","4",9,96,9e+06,9.5,1697.36118725509,"C. nanulus"
"B","4",10,61,1e+07,10.5,1672.64192222962,"C. nanulus"
"B","4",11,0,1.1e+07,11.5,946.620304029023,"C. nanulus"
"B","4",12,307,1.2e+07,12.5,992.549746864106,"C. nanulus"
"B","4",13,422,1.3e+07,13.5,534.106730906848,"C. nanulus"
"B","4",14,281,1.4e+07,14.5,595.831351978058,"C. nanulus"
"B","4",15,551,1.5e+07,15.5,809.255830995366,"C. nanulus"
"B","4",16,190,1.6e+07,16.5,831.261090151584,"C. nanulus"
"B","4",17,380,1.7e+07,17.5,860.898367985443,"C. nanulus"
"B","4",18,127,1.8e+07,18.5,761.045990725922,"C. nanulus"
"B","4",19,131,1.9e+07,19.5,719.298964270073,"C. nanulus"
"B","4",20,246,2e+07,20.5,523.742303046069,"C. nanulus"
"B","4",21,240,2.1e+07,21.5,543.880501581,"C. nanulus"
"B","4",22,187,2.2e+07,22.5,431.711709361699,"C. nanulus"
"B","4",23,48,2.3e+07,23.5,415.391381711272,"C. nanulus"
"B","4",24,3592,2.4e+07,24.5,3613.56513709107,"C. nanulus"
"B","4",25,81,2.5e+07,25.5,3606.09179029042,"C. nanulus"
"B","4",26,78,2.6e+07,26.5,3598.94178891518,"C. nanulus"
"B","4",27,256,2.7e+07,27.5,3603.18595134917,"C. nanulus"
"B","4",28,465,2.8e+07,28.5,3632.74964730574,"C. nanulus"
"B","4",29,228,2.9e+07,29.5,588.549063375349,"C. nanulus"
"B","4",30,116,3e+07,30.5,594.377825965942,"C. nanulus"
"B","4",31,728,3.1e+07,31.5,936.581550106556,"C. nanulus"
"B","4",32,341,3.2e+07,32.5,963.291233220774,"C. nanulus"
"B","4",33,397,3.3e+07,33.5,932.370098190627,"C. nanulus"
"B","4",34,376,3.4e+07,34.5,979.135332831984,"C. nanulus"
"B","4",35,179,3.5e+07,35.5,988.580295170807,"C. nanulus"
"B","4",36,413,3.6e+07,36.5,786.05088893786,"C. nanulus"
"B","4",37,83,3.7e+07,37.5,713.080640601047,"C. nanulus"
"B","4",38,10,3.8e+07,38.5,592.431430631428,"C. nanulus"
"B","4",39,183,3.9e+07,39.5,493.039552165949,"C. nanulus"
"B","4",40,48,4e+07,40.5,461.899339683442,"C. nanulus"
"B","4",41,277,4.1e+07,41.5,345.703630296241,"C. nanulus"
"B","4",42,32,4.2e+07,42.5,337.114223965706,"C. nanulus"
"B","4",43,1261,4.3e+07,43.5,1305.24595383399,"C. nanulus"
"B","4",44,774,4.4e+07,44.5,1506.40432819346,"C. nanulus"
"B","4",45,132,4.5e+07,45.5,1511.4145692033,"C. nanulus"
"B","4",46,217,4.6e+07,46.5,1501.57717084404,"C. nanulus"
"B","4",47,113,4.7e+07,47.5,1505.4829789805,"C. nanulus"
"B","4",48,521,4.8e+07,48.5,973.549690565407,"C. nanulus"
"B","4",49,198,4.9e+07,49.5,622.837860120915,"C. nanulus"
"B","4",50,849,5e+07,50.5,1044.65496696278,"C. nanulus"
"B","4",51,1150,5.1e+07,51.5,1538.41314346959,"C. nanulus"
"B","4",52,545,5.2e+07,52.5,1628.18027257426,"C. nanulus"
"B","4",53,789,5.3e+07,53.5,1732.64277910942,"C. nanulus"
"B","4",54,571,5.4e+07,54.5,1813.52915609317,"C. nanulus"
"B","4",55,75,5.5e+07,55.5,1604.2792774327,"C. nanulus"
"B","4",56,156,5.6e+07,56.5,1129.40161147397,"C. nanulus"
"B","4",57,23,5.7e+07,57.5,989.470565504604,"C. nanulus"
"B","4",58,51,5.8e+07,58.5,599.276230130981,"C. nanulus"
"B","4",59,226,5.9e+07,59.5,290.115494243241,"C. nanulus"
"B","4",60,95,6e+07,60.5,295.917218153997,"C. nanulus"
"B","4",61,257,6.1e+07,61.5,359.555280867908,"C. nanulus"
"B","4",62,10,6.2e+07,62.5,358.95821483844,"C. nanulus"
"B","4",63,44,6.3e+07,63.5,358.030724938517,"C. nanulus"
"B","4",64,62,6.4e+07,64.5,284.52416417591,"C. nanulus"
"B","4",65,240,6.5e+07,65.5,359.901375379423,"C. nanulus"
"B","4",66,177,6.6e+07,66.5,307.910701340502,"C. nanulus"
"B","4",67,18,6.7e+07,67.5,308.274228569305,"C. nanulus"
"B","4",68,98,6.8e+07,68.5,320.469967391642,"C. nanulus"
"B","4",69,194,6.9e+07,69.5,369.449590607433,"C. nanulus"
"B","4",70,49,7e+07,70.5,285.121026934178,"C. nanulus"
"B","4",71,98,7.1e+07,71.5,244.067613582794,"C. nanulus"
"B","4",72,42,7.2e+07,72.5,247,"C. nanulus"
"B","4",73,242,7.3e+07,73.5,331.615741484025,"C. nanulus"
"B","4",74,161,7.4e+07,74.5,313.45494094048,"C. nanulus"
"B","4",75,1207,7.5e+07,75.5,1246.0746366089,"C. nanulus"
"B","4",76,257,7.6e+07,76.5,1268.52158042345,"C. nanulus"
"B","4",77,140,7.7e+07,77.5,1275.53243784703,"C. nanulus"
"B","4",78,151,7.8e+07,78.5,1261.43568999771,"C. nanulus"
"B","4",79,249,7.9e+07,79.5,1275.65669362881,"C. nanulus"
"B","4",80,142,8e+07,80.5,436.594777797445,"C. nanulus"
"B","4",81,372,8.1e+07,81.5,512.786505282657,"C. nanulus"
"B","4",82,1321,8.2e+07,82.5,1410.10318771358,"C. nanulus"
"B","4",83,22,8.3e+07,83.5,1402.16760767035,"C. nanulus"
"B","4",84,114,8.4e+07,84.5,1384.58260858643,"C. nanulus"
"B","4",85,115,8.5e+07,85.5,1382.07452765761,"C. nanulus"
"B","4",86,66,8.6e+07,86.5,1332.70476850651,"C. nanulus"
"B","4",87,223,8.7e+07,87.5,284.235817588143,"C. nanulus"
"B","4",88,604,8.8e+07,88.5,667.174639805801,"C. nanulus"
"B","4",89,773,8.9e+07,89.5,1014.71917297349,"C. nanulus"
"B","4",90,252,9e+07,90.5,1039.19872979137,"C. nanulus"
"B","4",91,161,9.1e+07,91.5,1049.52322508842,"C. nanulus"
"B","4",92,95,9.2e+07,92.5,1029.94902786497,"C. nanulus"
"B","4",93,62,9.3e+07,93.5,836.55424211464,"C. nanulus"
"B","4",94,91,9.4e+07,94.5,332.528194293356,"C. nanulus"
"B","4",95,0,9.5e+07,95.5,216.958521381392,"C. nanulus"
"B","4",96,57,9.6e+07,96.5,156.201792563338,"C. nanulus"
"B","4",97,175,9.7e+07,97.5,214.473774620582,"C. nanulus"
"B","4",98,77,9.8e+07,98.5,219.280642100483,"C. nanulus"
"B","4",99,91,9.9e+07,99.5,219.280642100483,"C. nanulus"
"B","4",100,86,1e+08,100.5,235.541928326997,"C. nanulus"
"B","4",101,223,1.01e+08,101.5,319.31175988366,"C. nanulus"
"B","4",102,141,1.02e+08,102.5,302.019866896203,"C. nanulus"
"B","5",0,6,0,0.5,NA,"C. nanulus"
"B","5",1,1783,1e+06,1.5,NA,"C. nanulus"
"B","5",2,398,2e+06,2.5,NA,"C. nanulus"
"B","5",3,154,3e+06,3.5,NA,"C. nanulus"
"B","5",4,226,4e+06,4.5,1847.24687034516,"C. nanulus"
"B","5",5,129,5e+06,5.5,1851.73594229847,"C. nanulus"
"B","5",6,89,6e+06,6.5,507.698729563114,"C. nanulus"
"B","5",7,378,7e+06,7.5,492.176797502686,"C. nanulus"
"B","5",8,983,8e+06,8.5,1088.49023881705,"C. nanulus"
"B","5",9,288,9e+06,9.5,1103.03173118456,"C. nanulus"
"B","5",10,85,1e+07,10.5,1098.75520476583,"C. nanulus"
"B","5",11,136,1.1e+07,11.5,1103.556976327,"C. nanulus"
"B","5",12,222,1.2e+07,12.5,1060.3009006881,"C. nanulus"
"B","5",13,601,1.3e+07,13.5,720.520645089369,"C. nanulus"
"B","5",14,318,1.4e+07,14.5,733.027966724326,"C. nanulus"
"B","5",15,318,1.5e+07,15.5,794.499213341335,"C. nanulus"
"B","5",16,712,1.6e+07,16.5,1058.14791026586,"C. nanulus"
"B","5",17,303,1.7e+07,17.5,1078.054729594,"C. nanulus"
"B","5",18,0,1.8e+07,18.5,894.986592078339,"C. nanulus"
"B","5",19,10,1.9e+07,19.5,836.64628129216,"C. nanulus"
"B","5",20,49,2e+07,20.5,775.405700262772,"C. nanulus"
"B","5",21,451,2.1e+07,21.5,545.628994830737,"C. nanulus"
"B","5",22,97,2.2e+07,22.5,464.016163511574,"C. nanulus"
"B","5",23,394,2.3e+07,23.5,608.725718201556,"C. nanulus"
"B","5",24,94,2.4e+07,24.5,615.859561913266,"C. nanulus"
"B","5",25,119,2.5e+07,25.5,625.334310589144,"C. nanulus"
"B","5",26,210,2.6e+07,26.5,481.39588697869,"C. nanulus"
"B","5",27,233,2.7e+07,27.5,525.948666696665,"C. nanulus"
"B","5",28,345,2.8e+07,28.5,490.31724424091,"C. nanulus"
"B","5",29,251,2.9e+07,29.5,542.748560569257,"C. nanulus"
"B","5",30,2,3e+07,30.5,529.546031993443,"C. nanulus"
"B","5",31,1875,3.1e+07,31.5,1936.99354671098,"C. nanulus"
"B","5",32,90,3.2e+07,32.5,1925.03376593763,"C. nanulus"
"B","5",33,284,3.3e+07,33.5,1915.04203609216,"C. nanulus"
"B","5",34,279,3.4e+07,34.5,1918.91271297055,"C. nanulus"
"B","5",35,83,3.5e+07,35.5,1920.70585983383,"C. nanulus"
"B","5",36,95,3.6e+07,36.5,427.213061598074,"C. nanulus"
"B","5",37,33,3.7e+07,37.5,418.927201313068,"C. nanulus"
"B","5",38,418,3.8e+07,38.5,519.199383666814,"C. nanulus"
"B","5",39,210,3.9e+07,39.5,485.620221984217,"C. nanulus"
"B","5",40,195,4e+07,40.5,516.684623343873,"C. nanulus"
"B","5",41,381,4.1e+07,41.5,634.90077964986,"C. nanulus"
"B","5",42,314,4.2e+07,42.5,707.535158137036,"C. nanulus"
"B","5",43,135,4.3e+07,43.5,586.606341595452,"C. nanulus"
"B","5",44,605,4.4e+07,44.5,816.107836011884,"C. nanulus"
"B","5",45,149,4.5e+07,45.5,806.354760635789,"C. nanulus"
"B","5",46,1007,4.6e+07,46.5,1232.51612565516,"C. nanulus"
"B","5",47,107,4.7e+07,47.5,1196.64071466752,"C. nanulus"
"B","5",48,200,4.8e+07,48.5,1205.70477315137,"C. nanulus"
"B","5",49,114,4.9e+07,49.5,1049.14012410164,"C. nanulus"
"B","5",50,13,5e+07,50.5,1038.5870209087,"C. nanulus"
"B","5",51,120,5.1e+07,51.5,281.094290230165,"C. nanulus"
"B","5",52,281,5.2e+07,52.5,382.787147119649,"C. nanulus"
"B","5",53,279,5.3e+07,53.5,429.379785271734,"C. nanulus"
"B","5",54,481,5.4e+07,54.5,634.611692296951,"C. nanulus"
"B","5",55,199,5.5e+07,55.5,664.954133756607,"C. nanulus"
"B","5",56,12,5.6e+07,56.5,654.146772521274,"C. nanulus"
"B","5",57,1752,5.7e+07,57.5,1848.90535182307,"C. nanulus"
"B","5",58,579,5.8e+07,58.5,1917.25089646608,"C. nanulus"
"B","5",59,29,5.9e+07,59.5,1856.16028402722,"C. nanulus"
"B","5",60,186,6e+07,60.5,1854.81158072727,"C. nanulus"
"B","5",61,192,6.1e+07,61.5,1864.68388741899,"C. nanulus"
"B","5",62,71,6.2e+07,62.5,642.326241095598,"C. nanulus"
"B","5",63,2,6.3e+07,63.5,278.111488435843,"C. nanulus"
"B","5",64,605,6.4e+07,64.5,665.229283781164,"C. nanulus"
"B","5",65,212,6.5e+07,65.5,672.962108888755,"C. nanulus"
"B","5",66,118,6.6e+07,66.5,655.696576169191,"C. nanulus"
"B","5",67,404,6.7e+07,67.5,766.88525869259,"C. nanulus"
"B","5",68,366,6.8e+07,68.5,849.744079120296,"C. nanulus"
"B","5",69,176,6.9e+07,69.5,622.106100275508,"C. nanulus"
"B","5",70,18,7e+07,70.5,585.146135593494,"C. nanulus"
"B","5",71,597,7.1e+07,71.5,827.575374210712,"C. nanulus"
"B","5",72,205,7.2e+07,72.5,750.79291419139,"C. nanulus"
"B","5",73,264,7.3e+07,73.5,706.703615386252,"C. nanulus"
"B","5",74,232,7.4e+07,74.5,722.688037814381,"C. nanulus"
"B","5",75,610,7.5e+07,75.5,945.544287698889,"C. nanulus"
"B","5",76,487,7.6e+07,76.5,880.235195842566,"C. nanulus"
"B","5",77,1083,7.7e+07,77.5,1380.4629658198,"C. nanulus"
"B","5",78,148,7.8e+07,78.5,1363.04291935361,"C. nanulus"
"B","5",79,177,7.9e+07,79.5,1354.76603146078,"C. nanulus"
"B","5",80,262,8e+07,80.5,1237.71361792621,"C. nanulus"
"B","5",81,160,8.1e+07,81.5,1149.07179932326,"C. nanulus"
"B","5",82,658,8.2e+07,82.5,761.86678625597,"C. nanulus"
"B","5",83,208,8.3e+07,83.5,775.758338659663,"C. nanulus"
"B","5",84,279,8.4e+07,84.5,805.178862116983,"C. nanulus"
"B","5",85,810,8.5e+07,85.5,1111.65147415905,"C. nanulus"
"B","5",86,364,8.6e+07,86.5,1158.73422319357,"C. nanulus"
"B","5",87,449,8.7e+07,87.5,1054.18309605116,"C. nanulus"
"B","5",88,802,8.8e+07,88.5,1308.14448743249,"C. nanulus"
"B","5",89,783,8.9e+07,89.5,1498.82954334374,"C. nanulus"
"B","5",90,108,9e+07,90.5,1265.72271844982,"C. nanulus"
"B","5",91,611,9.1e+07,91.5,1357.52679531566,"C. nanulus"
"B","5",92,121,9.2e+07,92.5,1286.8251629495,"C. nanulus"
"B","5",93,48,9.3e+07,93.5,1007.48151347804,"C. nanulus"
"B","5",94,256,9.4e+07,94.5,683.714852844371,"C. nanulus"
"B","5",95,58,9.5e+07,95.5,677.617886422724,"C. nanulus"
"B","5",96,14,9.6e+07,96.5,293.327462062453,"C. nanulus"
"B","5",97,30,9.7e+07,97.5,268.886593194975,"C. nanulus"
"B","5",98,89,9.8e+07,98.5,279.136167488199,"C. nanulus"
"B","6",0,16,0,0.5,NA,"C. nanulus"
"B","6",1,64,1e+06,1.5,NA,"C. nanulus"
"B","6",2,357,2e+06,2.5,NA,"C. nanulus"
"B","6",3,1062,3e+06,3.5,NA,"C. nanulus"
"B","6",4,90,4e+06,4.5,1125.94182798225,"C. nanulus"
"B","6",5,82,5e+06,5.5,1128.81043581285,"C. nanulus"
"B","6",6,181,6e+06,6.5,1141.43681384473,"C. nanulus"
"B","6",7,497,7e+06,7.5,1192.66005215233,"C. nanulus"
"B","6",8,397,8e+06,8.5,672.460407756472,"C. nanulus"
"B","6",9,331,9e+06,9.5,744.086016533035,"C. nanulus"
"B","6",10,1232,1e+07,10.5,1436.92866907164,"C. nanulus"
"B","6",11,412,1.1e+07,11.5,1483.82849413266,"C. nanulus"
"B","6",12,244,1.2e+07,12.5,1419.25121102643,"C. nanulus"
"B","6",13,947,1.3e+07,13.5,1659.35951499366,"C. nanulus"
"B","6",14,157,1.4e+07,14.5,1633.57338372049,"C. nanulus"
"B","6",15,25,1.5e+07,15.5,1073.01584331267,"C. nanulus"
"B","6",16,849,1.6e+07,16.5,1304.76817864324,"C. nanulus"
"B","6",17,111,1.7e+07,17.5,1286.54770607234,"C. nanulus"
"B","6",18,105,1.8e+07,18.5,877.166460827134,"C. nanulus"
"B","6",19,237,1.9e+07,19.5,894.953071395366,"C. nanulus"
"B","6",20,141,2e+07,20.5,905.647282334574,"C. nanulus"
"B","6",21,95,2.1e+07,21.5,329.273442597486,"C. nanulus"
"B","6",22,144,2.2e+07,22.5,341.812814271203,"C. nanulus"
"B","6",23,410,2.3e+07,23.5,523.365073347468,"C. nanulus"
"B","6",24,178,2.4e+07,24.5,499.425670145218,"C. nanulus"
"B","6",25,180,2.5e+07,25.5,511.805627167189,"C. nanulus"
"B","6",26,68,2.6e+07,26.5,507.487930890972,"C. nanulus"
"B","6",27,411,2.7e+07,27.5,636.968602051938,"C. nanulus"
"B","6",28,93,2.8e+07,28.5,496.264042622473,"C. nanulus"
"B","6",29,305,2.9e+07,29.5,554.634113628075,"C. nanulus"
"B","6",30,331,3e+07,30.5,620.306375914354,"C. nanulus"
"B","6",31,236,3.1e+07,31.5,660.190881488074,"C. nanulus"
"B","6",32,224,3.2e+07,32.5,563.122544389762,"C. nanulus"
"B","6",33,190,3.3e+07,33.5,586.990630248899,"C. nanulus"
"B","6",34,877,3.4e+07,34.5,1010.27817951295,"C. nanulus"
"B","6",35,137,3.5e+07,35.5,964.297671883532,"C. nanulus"
"B","6",36,93,3.6e+07,36.5,939.586611228576,"C. nanulus"
"B","6",37,720,3.7e+07,37.5,1162.34547360068,"C. nanulus"
"B","6",38,173,3.8e+07,38.5,1159.68788904601,"C. nanulus"
"B","6",39,147,3.9e+07,39.5,772.888090217465,"C. nanulus"
"B","6",40,35,4e+07,40.5,761.453872535953,"C. nanulus"
"B","6",41,312,4.1e+07,41.5,817.622773655431,"C. nanulus"
"B","6",42,393,4.2e+07,42.5,551.865925746462,"C. nanulus"
"B","6",43,1454,4.3e+07,43.5,1545.55588705165,"C. nanulus"
"B","6",44,892,4.4e+07,44.5,1778.42570831621,"C. nanulus"
"B","6",45,358,4.5e+07,45.5,1813.76321497598,"C. nanulus"
"B","6",46,1100,4.6e+07,46.5,2098.18802779922,"C. nanulus"
"B","6",47,783,4.7e+07,47.5,2204.77504521436,"C. nanulus"
"B","6",48,274,4.8e+07,48.5,1679.87886468043,"C. nanulus"
"B","6",49,48,4.9e+07,49.5,1424.30088113432,"C. nanulus"
"B","6",50,74,5e+07,50.5,1380.55966911974,"C. nanulus"
"B","6",51,9,5.1e+07,51.5,834.281726996343,"C. nanulus"
"B","6",52,60,5.2e+07,52.5,294.171718559076,"C. nanulus"
"B","6",53,91,5.3e+07,53.5,140.506227619988,"C. nanulus"
"B","6",54,0,5.4e+07,54.5,132.053019654986,"C. nanulus"
"B","6",55,56,5.5e+07,55.5,122.873919120373,"C. nanulus"
"B","6",56,16,5.6e+07,56.5,123.583979544276,"C. nanulus"
"B","6",57,574,5.7e+07,57.5,584.079617860442,"C. nanulus"
"B","6",58,234,5.8e+07,58.5,622.594571129559,"C. nanulus"
"B","6",59,2,5.9e+07,59.5,622.597783484651,"C. nanulus"
"B","6",60,0,6e+07,60.5,620.074189109658,"C. nanulus"
"B","6",61,394,6.1e+07,61.5,734.487576477642,"C. nanulus"
"B","6",62,144,6.2e+07,62.5,480.345708838957,"C. nanulus"
"B","6",63,641,6.3e+07,63.5,766.065924056148,"C. nanulus"
"B","6",64,227,6.4e+07,64.5,798.988110049205,"C. nanulus"
"B","6",65,123,6.5e+07,65.5,808.400272142458,"C. nanulus"
"B","6",66,521,6.6e+07,66.5,877.334599796452,"C. nanulus"
"B","6",67,368,6.7e+07,67.5,940.427562335345,"C. nanulus"
"B","6",68,163,6.8e+07,68.5,707.171832018216,"C. nanulus"
"B","6",69,26,6.9e+07,69.5,670.252937330378,"C. nanulus"
"B","6",70,112,7e+07,70.5,668.321778786237,"C. nanulus"
"B","6",71,431,7.1e+07,71.5,600.811118405776,"C. nanulus"
"B","6",72,121,7.2e+07,72.5,490.092848346107,"C. nanulus"
"B","6",73,184,7.3e+07,73.5,497.471607230001,"C. nanulus"
"B","6",74,278,7.4e+07,74.5,569.285517117729,"C. nanulus"
"B","6",75,378,7.5e+07,75.5,674.111266780196,"C. nanulus"
"B","6",76,309,7.6e+07,76.5,603.445109351298,"C. nanulus"
"B","6",77,142,7.7e+07,77.5,608.004111828201,"C. nanulus"
"B","6",78,158,7.8e+07,78.5,600.647150996323,"C. nanulus"
"B","6",79,223,7.9e+07,79.5,577.253843642466,"C. nanulus"
"B","6",80,688,8e+07,80.5,814.66680305509,"C. nanulus"
"B","6",81,190,8.1e+07,81.5,777.367995224913,"C. nanulus"
"B","6",82,226,8.2e+07,82.5,797.002509406338,"C. nanulus"
"B","6",83,72,8.3e+07,83.5,784.495379208826,"C. nanulus"
"B","6",84,162,8.4e+07,84.5,769.38156983385,"C. nanulus"
"B","6",85,179,8.5e+07,85.5,388.130132816302,"C. nanulus"
"B","6",86,241,8.6e+07,86.5,415.482851631689,"C. nanulus"
"B","7",0,14,0,0.5,NA,"C. nanulus"
"B","7",1,39,1e+06,1.5,NA,"C. nanulus"
"B","7",2,109,2e+06,2.5,NA,"C. nanulus"
"B","7",3,194,3e+06,3.5,NA,"C. nanulus"
"B","7",4,1114,4e+06,4.5,1136.76294802391,"C. nanulus"
"B","7",5,697,5e+06,5.5,1333.35779144234,"C. nanulus"
"B","7",6,72,6e+06,6.5,1334.73068444537,"C. nanulus"
"B","7",7,122,7e+06,7.5,1335.85515681903,"C. nanulus"
"B","7",8,113,8e+06,8.5,1326.51498295345,"C. nanulus"
"B","7",9,838,9e+06,9.5,1104.9389123386,"C. nanulus"
"B","7",10,322,1e+07,10.5,915.841143430453,"C. nanulus"
"B","7",11,218,1.1e+07,11.5,938.671934170826,"C. nanulus"
"B","7",12,272,1.2e+07,12.5,969.641686397609,"C. nanulus"
"B","7",13,517,1.3e+07,13.5,1093.03476614424,"C. nanulus"
"B","7",14,250,1.4e+07,14.5,744.970469213378,"C. nanulus"
"B","7",15,319,1.5e+07,15.5,743.678694060815,"C. nanulus"
"B","7",16,620,1.6e+07,16.5,943.363132627092,"C. nanulus"
"B","7",17,413,1.7e+07,17.5,993.236628402316,"C. nanulus"
"B","7",18,327,1.8e+07,18.5,908.932890812078,"C. nanulus"
"B","7",19,113,1.9e+07,19.5,881.151519320032,"C. nanulus"
"B","7",20,285,2e+07,20.5,869.420496652799,"C. nanulus"
"B","7",21,461,2.1e+07,21.5,764.20743257312,"C. nanulus"
"B","7",22,269,2.2e+07,22.5,696.997130553634,"C. nanulus"
"B","7",23,307,2.3e+07,23.5,687.84082460988,"C. nanulus"
"B","7",24,222,2.4e+07,24.5,713.890747943969,"C. nanulus"
"B","7",25,170,2.5e+07,25.5,676.250693160458,"C. nanulus"
"B","7",26,151,2.6e+07,26.5,517.295853453321,"C. nanulus"
"B","7",27,211,2.7e+07,27.5,489.647832630759,"C. nanulus"
"B","7",28,204,2.8e+07,28.5,432.576004882379,"C. nanulus"
"B","7",29,425,2.9e+07,29.5,564.325260820389,"C. nanulus"
"B","7",30,553,3e+07,30.5,771.603525134508,"C. nanulus"
"B","7",31,240,3.1e+07,31.5,793.833105885614,"C. nanulus"
"B","7",32,325,3.2e+07,32.5,831.429491899343,"C. nanulus"
"B","7",33,172,3.3e+07,33.5,824.161998638617,"C. nanulus"
"B","7",34,185,3.4e+07,34.5,729.960957860076,"C. nanulus"
"B","7",35,555,3.5e+07,35.5,731.4772723742,"C. nanulus"
"B","7",36,346,3.6e+07,36.5,772.770988068263,"C. nanulus"
"B","7",37,215,3.7e+07,37.5,733.331439391494,"C. nanulus"
"B","7",38,198,3.8e+07,38.5,739.86147352055,"C. nanulus"
"B","7",39,740,3.9e+07,39.5,1029.93689127053,"C. nanulus"
"B","7",40,794,4e+07,40.5,1176.08715663424,"C. nanulus"
"B","7",41,396,4.1e+07,41.5,1191.75542792974,"C. nanulus"
"B","7",42,586,4.2e+07,42.5,1310.51592893791,"C. nanulus"
"B","7",43,368,4.3e+07,43.5,1346.72640131543,"C. nanulus"
"B","7",44,69,4.4e+07,44.5,1127.31229036146,"C. nanulus"
"B","7",45,792,4.5e+07,45.5,1125.90452525958,"C. nanulus"
"B","7",46,77,4.6e+07,46.5,1056.77528358682,"C. nanulus"
"B","7",47,1797,4.7e+07,47.5,2000.64664546241,"C. nanulus"
"B","7",48,28,4.8e+07,48.5,1966.70968879497,"C. nanulus"
"B","7",49,174,4.9e+07,49.5,1973.18574898563,"C. nanulus"
"B","7",50,185,5e+07,50.5,1816.70663564594,"C. nanulus"
"B","7",51,83,5.1e+07,51.5,1816.97083080604,"C. nanulus"
"B","7",52,175,5.2e+07,52.5,320.622831376682,"C. nanulus"
"B","7",53,407,5.3e+07,53.5,517.362542130758,"C. nanulus"
"B","7",54,1568,5.4e+07,54.5,1641.95371432937,"C. nanulus"
"B","7",55,778,5.5e+07,55.5,1807.50408021669,"C. nanulus"
"B","7",56,446,5.6e+07,56.5,1859.86504886779,"C. nanulus"
"B","7",57,939,5.7e+07,57.5,2076.10067193284,"C. nanulus"
"B","7",58,410,5.8e+07,58.5,2076.69087733346,"C. nanulus"
"B","7",59,87,5.9e+07,59.5,1364.40096745788,"C. nanulus"
"B","7",60,355,6e+07,60.5,1175.72573332389,"C. nanulus"
"B","7",61,47,6.1e+07,61.5,1088.8636278249,"C. nanulus"
"B","7",62,801,6.2e+07,62.5,972.370299834379,"C. nanulus"
"B","7",63,248,6.3e+07,63.5,915.919210411049,"C. nanulus"
"B","7",64,320,6.4e+07,64.5,966.3017127171,"C. nanulus"
"B","7",65,265,6.5e+07,65.5,936.983991325359,"C. nanulus"
"B","7",66,21,6.6e+07,66.5,936.040063245158,"C. nanulus"
"B","7",67,222,6.7e+07,67.5,532.779504110284,"C. nanulus"
"B","7",68,82,6.8e+07,68.5,478.616756915175,"C. nanulus"
"B","7",69,59,6.9e+07,69.5,360.770009840064,"C. nanulus"
